country,stateProvince,county,domainName,domainID,siteName,siteID,plotType,subtype,subtypeSpecification,plotID,plotSize,plotDimensions,referencePointPosition,decimalLatitude,decimalLongitude,geodeticDatum,utmZone,easting,northing,coordinateUncertainty,elevation,elevationUncertainty,minimumElevation,maximumElevation,slopeGradient,slopeAspect,nlcdClass,soilTypeOrder,inclusionProbability,coordinateSource,recordedDate,filteredPositions,plotPdop,plotHdop,applicableModules
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,phenology,primary,BART_053,40000,200m x 200m,C,44.066951,-71.288437,WGS84,19N,316731.391,4881855.128,,239.14,,239.14,264.62,4.87,29,,,,GIS,,,,,phe
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,phenology,phenocam,BART_052,40000,200m x 200m,C,44.066985,-71.287186,WGS84,19N,316831.668,4881856.186,,235.53,,235.53,261.86,4.52,32.46,,,,GIS,,,,,phe
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,tickPlot,,BART_002,1600,40m x 40m,41,44.035231,-71.274674,WGS84,19N,317736.258,4878301.446,0.18,502.59,0.27,494.3,510.31,22.04,250.25,deciduousForest,,,GeoXH 6000,20141013,1003,11.2,6,tck
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,tickPlot,,BART_010,1600,40m x 40m,41,44.0511,-71.267766,WGS84,19N,318338.39,4880048.793,0.24,413.01,0.42,410.95,421.17,14.09,287.77,deciduousForest,,,GeoXH 6000,20140824,304,5.7,2.6,tck
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,tickPlot,,BART_011,1600,40m x 40m,41,44.048783,-71.295353,WGS84,19N,316121.265,4879852.6,0.18,399.5,0.23,387.01,404.53,15.72,13.28,mixedForest,,,GeoXH 6000,20140826,302,6.4,3.7,tck
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,tickPlot,,BART_015,1600,40m x 40m,41,44.042149,-71.271603,WGS84,19N,318003.532,4879062.971,0.31,454.99,0.46,444.57,467.76,12.43,252,mixedForest,,,GeoXH 6000,20140929,601,6.7,3.5,tck
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,tickPlot,,BART_019,1600,40m x 40m,41,44.06935,-71.288001,WGS84,19N,316773.723,4882120.622,0.16,231.75,0.24,230.07,238.97,2.79,22.34,mixedForest,,,GeoXH 6000,20140825,304,7.2,5.1,tck
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,tickPlot,,BART_029,1600,40m x 40m,41,44.058948,-71.289336,WGS84,19N,316634.698,4880968.217,0.21,291.71,0.33,288.35,293.7,10.46,246.02,evergreenForest,,,GeoXH 6000,20141002,1001,5.4,3.3,tck
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mammalGrid,diversity,BART_001,8100,90m x 90m,E5,44.046877,-71.305115,WGS84,19N,315333.282,4879662.766,0.19,463.71,0.25,463.71,531.62,9.02,19.24,mixedForest,,,GeoXH 6000,20131023,601,4.9,3.2,mam
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mammalGrid,diversity,BART_007,8100,90m x 90m,E5,44.051112,-71.298377,WGS84,19N,315886.187,4880118.03,0.21,382.72,0.36,382.72,431.47,7.1,17.48,mixedForest,,,GeoXH 6000,20140511,682,5.6,2.7,mam
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mammalGrid,diversity,BART_015,8100,90m x 90m,E5,44.042898,-71.275059,WGS84,19N,317729.004,4879153.837,0.18,422.75,0.27,422.75,453.88,11.07,322.07,mixedForest,,,GeoXH 6000,20140813,303,15.5,8.9,mam
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mammalGrid,diversity,BART_062,8100,90m x 90m,E5,44.05735,-71.308646,WGS84,19N,315083.038,4880833.964,0.12,447.21,0.17,430.73,464.22,17.01,87.95,deciduousForest,,,GeoXH 6000,20140513,583,5.2,2.7,mam
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mammalGrid,diversity,BART_084,8100,90m x 90m,E5,44.048501,-71.297965,WGS84,19N,315911.107,4879827.097,0.18,416.14,0.23,416.14,443.69,14.44,349.43,evergreenForest,,,GeoXH 6000,20141001,1003,15.9,13.3,mam
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mammalGrid,diversity,BART_012,8100,90m x 90m,E5,44.047478,-71.315451,WGS84,19N,314507.079,4879752.702,0.29,579.88,0.41,579.88,625.31,14.25,145.42,deciduousForest,,,GeoXH 6000,20131015,342,6.2,2.1,mam
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mosquitoPoint,,BART_054,0,0m,41,44.053082,-71.27617,WGS84,19N,317671.195,4880287.446,0.18,325.54,0.27,325.54,325.54,3.21,280.46,deciduousForest,,,GeoXH 6000,20140511,603,6.3,4.4,mpt|mos
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mosquitoPoint,,BART_055,0,0m,41,44.057581,-71.295847,WGS84,19N,316108.905,4880830.962,0.18,296.66,0.26,296.66,296.66,2.97,47.29,deciduousForest,,,GeoXH 6000,20140511,607,6.1,2.5,mpt|mos
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mosquitoPoint,,BART_056,0,0m,41,44.04894,-71.306996,WGS84,19N,315189.027,4879896.164,0.32,482.14,0.45,482.14,482.14,14.4,146.95,deciduousForest,,,GeoXH 6000,20140512,614,9,4.7,mpt|mos
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mosquitoPoint,,BART_057,0,0m,41,44.061916,-71.305777,WGS84,19N,315327.008,4881334.649,0.17,323.94,0.27,323.94,323.94,10.09,58.4,mixedForest,,,GeoXH 6000,20140512,601,5,2.3,mpt|mos
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mosquitoPoint,,BART_058,0,0m,41,44.056185,-71.285558,WGS84,19N,316928.73,4880652.986,0.26,299.89,0.3,299.89,299.89,1.51,243.24,evergreenForest,,,GeoXH 6000,20140512,601,6.4,4.7,mpt|mos
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mosquitoPoint,,BART_059,0,0m,41,44.056907,-71.274437,WGS84,19N,317821.738,4880708.469,0.22,313.96,0.3,313.96,313.96,3.8,55.6,mixedForest,,,GeoXH 6000,20140511,621,20.6,7.1,mpt|mos
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mosquitoPoint,,BART_060,0,0m,41,44.049191,-71.278562,WGS84,19N,317467.675,4879860.602,0.17,335.04,0.24,335.04,335.04,3.55,283.48,mixedForest,,,GeoXH 6000,20140511,601,6.4,5.4,mpt|mos
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mosquitoPoint,,BART_061,0,0m,41,44.057606,-71.303332,WGS84,19N,315509.492,4880850.476,0.28,344.36,0.51,344.36,344.36,7.47,44.97,mixedForest,,,GeoXH 6000,20140512,633,5.6,2.6,mpt|mos
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mosquitoPoint,,BART_085,0,0m,41,44.054841,-71.307718,WGS84,19N,315149.53,4880553.163,0.31,449.33,0.39,449.33,449.33,26.79,356.39,evergreenForest,,,GeoXH 6000,20141026,1247,31.4,15.1,mpt|mos
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,mosquitoPoint,,BART_086,0,0m,41,44.072821,-71.290016,WGS84,19N,316623.096,4882510.672,0.24,232.08,0.3,232.08,232.08,2.57,21.33,evergreenForest,,,GeoXH 6000,20141023,1002,5.1,2.3,mpt|mos
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_001,1600,40m x 40m,41,44.047077,-71.306658,WGS84,19N,315210.293,4879688.441,0.21,468.81,0.32,468.6,484.55,3.43,202,mixedForest,,,GeoXH 6000,20140813,303,6.8,3.9,bgc|cdw|dhp|div|hbp|sme|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_002,1600,40m x 40m,41,44.035081,-71.27285,WGS84,19N,317881.97,4878280.691,0.23,550.82,0.37,539.73,561.11,11.31,42,deciduousForest,,,GeoXH 6000,20140901,301,6.9,4.5,bet|bgc|cdw|dhp|div|hbp|sme|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_003,1600,40m x 40m,41,44.055252,-71.263154,WGS84,19N,318720.44,4880499.713,0.19,439.53,0.32,435.81,445.42,3.26,130,deciduousForest,,,GeoXH 6000,20140915,650,4.3,1.9,bgc|cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_004,1600,40m x 40m,41,44.041571,-71.28692,WGS84,19N,316774.55,4879032.785,0.19,526.43,0.29,518.59,531.5,7.97,132,mixedForest,,,GeoXH 6000,20140910,309,6.8,4,bgc|cdw|dhp|div|hbp|sme|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_005,1600,40m x 40m,41,44.05462,-71.282199,WGS84,19N,317192.997,4880471.692,0.22,304.93,0.25,303.05,307.1,1.15,125,mixedForest,,,GeoXH 6000,20140923,602,6.4,4.7,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_006,1600,40m x 40m,41,44.060511,-71.310914,WGS84,19N,314911.193,4881190.187,0.11,432.74,0.21,426.36,448.48,7.97,234,deciduousForest,,,GeoXH 6000,20140902,301,5.8,3,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_007,1600,40m x 40m,41,44.049696,-71.298487,WGS84,19N,315873.012,4879961.052,0.12,388.4,0.21,382.2,395.15,5.14,247.1,mixedForest,,,GeoXH 6000,20131015,302,4.6,1.5,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_010,1600,40m x 40m,41,44.050073,-71.26668,WGS84,19N,318422.209,4879932.269,0.12,430.2,0.17,420.43,446.08,12.68,40,deciduousForest,,,GeoXH 6000,20131015,122,2.8,1.6,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_011,1600,40m x 40m,41,44.050006,-71.296275,WGS84,19N,316051.185,4879990.553,0.12,370.12,0.17,364,374.05,13.5,170,mixedForest,,,GeoXH 6000,20140903,302,3.3,1.9,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_012,1600,40m x 40m,41,44.046089,-71.316317,WGS84,19N,314433.405,4879600.469,0.3,558.92,0.41,555.4,562.47,2.86,278,deciduousForest,,,GeoXH 6000,20140810,302,3.9,2.7,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_013,1600,40m x 40m,41,44.041738,-71.277599,WGS84,19N,317521.894,4879030.647,0.15,414.83,0.23,405.53,423.33,14.04,272,deciduousForest,,,GeoXH 6000,20140924,863,7.3,2.5,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_015,1600,40m x 40m,41,44.042903,-71.273126,WGS84,19N,317883.867,4879150.148,0.18,439.15,0.22,430.17,440.32,12.68,90,mixedForest,,,GeoXH 6000,20140902,306,7.3,6.8,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_016,1600,40m x 40m,41,44.051257,-71.288457,WGS84,19N,316681.316,4880112.062,0.17,316.83,0.29,311.71,320.16,2.81,205,mixedForest,,,GeoXH 6000,20140923,608,4.9,3,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_018,1600,40m x 40m,41,44.058474,-71.277857,WGS84,19N,317552.627,4880890.136,0.24,315.47,0.36,312.4,320.24,2.86,222,mixedForest,,,GeoXH 6000,20140907,302,7,4.3,bet|cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_019,1600,40m x 40m,41,44.069363,-71.286142,WGS84,19N,316922.649,4882117.998,0.2,243.18,0.26,237.8,245.28,3.43,180,mixedForest,,,GeoXH 6000,20140922,603,5.7,3.7,div
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_062,1600,40m x 40m,41,44.057361,-71.305891,WGS84,19N,315303.699,4880828.963,0.25,391.83,0.27,383.81,399.25,12.24,245.8,deciduousForest,,,GeoXH 6000,20131017,303,2.9,1.8,div
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_023,1600,40m x 40m,41,44.049319,-71.263643,WGS84,19N,318663.202,4879841.849,0.23,503.01,0.47,491.95,512.35,14.57,90,evergreenForest,,,GeoXH 6000,20131015,151,6.1,2.4,bgc|cdw|dhp|div|hbp|sme|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_066,1600,40m x 40m,41,44.056764,-71.310402,WGS84,19N,314940.563,4880772.839,0.16,502.63,0.22,492.14,506.57,9.37,264,mixedForest,,,GeoXH 6000,20141005,1005,6.2,3.4,bet|div
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_068,1600,40m x 40m,41,44.052429,-71.309472,WGS84,19N,315001.509,4880289.23,0.27,553.41,0.33,542.64,561.4,10.98,199,mixedForest,,,GeoXH 6000,20141005,1039,6.1,4.2,bet|div
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_024,1600,40m x 40m,41,44.052777,-71.263782,WGS84,19N,318662.654,4880226.248,0.22,434.42,0.34,427.3,444.42,10.76,160,evergreenForest,,,GeoXH 6000,20140930,1137,7.8,4.8,bgc|cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_025,1600,40m x 40m,41,44.059386,-71.313142,WGS84,19N,314729.242,4881070.195,0.23,542.76,0.27,527.63,558.36,19.14,258.7,evergreenForest,,,GeoXH 6000,20140908,303,6.8,4.7,bet|cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_079,1600,40m x 40m,41,44.0449,-71.320821,WGS84,19N,314068.857,4879478.54,0.2,596.51,0.25,588.79,596.51,2.86,98,deciduousForest,,,GeoXH 6000,20141014,1003,4.6,3.3,bet|div
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_080,1600,40m x 40m,41,44.047373,-71.319733,WGS84,19N,314163.708,4879750.711,0.17,629.31,0.26,623.59,635.87,8.53,180,deciduousForest,,,GeoXH 6000,20141014,1003,35.1,19.1,bet|div
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_026,1600,40m x 40m,41,44.061262,-71.313922,WGS84,19N,314672.659,4881280.354,0.23,512.85,0.42,501.84,520.52,10.98,207.1,evergreenForest,,,GeoXH 6000,20140929,877,7,3.6,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_081,1600,40m x 40m,41,44.06068,-71.262946,WGS84,19N,318753.711,4881102.208,0.24,411.28,0.33,407.82,421.06,11.09,106,mixedForest,,,GeoXH 6000,20140930,901,5.8,2.7,bet|div
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_027,1600,40m x 40m,41,44.057947,-71.261745,WGS84,19N,318841.588,4880796.019,0.28,427.15,0.34,414.69,431.17,13.5,194,evergreenForest,,,GeoXH 6000,20140930,912,7.3,4.4,cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_028,1600,40m x 40m,41,44.054075,-71.306532,WGS84,19N,315242.196,4880465.478,0.16,485.67,0.19,478.78,496.73,14.36,171.5,evergreenForest,,,GeoXH 6000,20141001,901,4.1,2.3,bet|cdw|dhp|div|hbp|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_029,1600,40m x 40m,41,44.057747,-71.288308,WGS84,19N,316713.259,4880832.563,0.22,297.37,0.33,293.22,303.28,6.84,270,evergreenForest,,,GeoXH 6000,20141001,1098,8.4,3,div
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_030,1600,40m x 40m,41,44.053794,-71.308072,WGS84,19N,315117.901,4880437.649,0.25,501.3,0.29,490.32,512.7,13.22,165.3,evergreenForest,,,GeoXH 6000,20141006,1064,5.9,4,div
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,distributed,basePlot,,BART_031,1600,40m x 40m,41,44.055533,-71.305095,WGS84,19N,315361.832,4880624.189,0.3,414.01,0.39,405.28,423.32,11.03,186.1,evergreenForest,,,GeoXH 6000,20141013,1008,21.5,9,bet|div
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_032,1600,40m x 40m,41,44.067479,-71.287582,WGS84,19N,316801.477,4881911.917,0.18,245.35,0.26,245.35,249.54,3.49,215,,,,GeoXH 6000,20141014,1003,3.7,1.9,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_070,1600,40m x 40m,41,44.064339,-71.281445,WGS84,19N,317283.263,4881549.527,0.15,249.84,0.24,249.84,258.79,3.21,233.4,,,,GeoXH 6000,20141027,1001,6.6,3,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_033,1600,40m x 40m,41,44.063204,-71.283666,WGS84,19N,317101.906,4881428.316,0.17,273.52,0.21,272.14,278.82,3.43,237,,,,GeoXH 6000,20141020,1018,4.2,2.5,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_034,1600,40m x 40m,41,44.064283,-71.285609,WGS84,19N,316949.648,4881552.557,0.19,267.5,0.29,266.32,274.15,7.41,286,,,,GeoXH 6000,20141015,1004,5.4,2.1,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_036,1600,40m x 40m,41,44.06208,-71.285876,WGS84,19N,316921.492,4881308.444,0.19,293.18,0.25,288.3,296.63,1.72,236,,,,GeoXH 6000,20141020,1004,5.8,3.2,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_037,1600,40m x 40m,41,44.061597,-71.283251,WGS84,19N,317130.187,4881248.998,0.16,292.51,0.23,290.42,300.04,3.15,211,,,,GeoXH 6000,20141019,1088,5.1,1.6,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_071,1600,40m x 40m,41,44.067946,-71.29062,WGS84,19N,316559.608,4881970.585,0.16,256.47,0.19,249.91,262.42,10.2,54,,,,GeoXH 6000,20141027,1006,5.4,4.4,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_039,1600,40m x 40m,41,44.063683,-71.288953,WGS84,19N,316679.987,4881493.361,0.18,274.12,0.23,272.98,276.8,2.86,118,,,,GeoXH 6000,20141021,1167,5,2.7,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_040,1600,40m x 40m,41,44.065761,-71.291993,WGS84,19N,316442.947,4881730.876,0.18,260.47,0.25,254.51,263.61,2.06,208,,,,GeoXH 6000,20141026,1007,2.9,2.1,bbc|bgc|cdw|dhp|div|hbp|ltr|mfb|sme|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_041,1600,40m x 40m,41,44.06534,-71.285606,WGS84,19N,316953.142,4881669.902,0.25,260.73,0.39,255.87,262.79,6.56,228,,,,GeoXH 6000,20140928,601,9.3,2.4,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_042,1600,40m x 40m,41,44.060186,-71.288047,WGS84,19N,316741.754,4881102.872,0.19,288.82,0.23,286.8,293.86,5.92,16.24,,,,GeoXH 6000,20141012,1001,5.5,2.9,bbc|bgc|cdw|dhp|hbp|ltr|mfb|sme|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_044,1600,40m x 40m,41,44.061037,-71.284327,WGS84,19N,317042.338,4881189.09,0.19,302.9,0.27,301.19,309.76,5.56,326.68,,,,GeoXH 6000,20141019,1001,4,1.7,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_046,1600,40m x 40m,41,44.059946,-71.28541,WGS84,19N,316952.242,4881070.369,0.19,304.74,0.28,298.26,305.78,1.72,80,,,,GeoXH 6000,20141020,1054,4.4,2.1,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_047,1600,40m x 40m,41,44.064958,-71.290866,WGS84,19N,316530.73,4881639.23,0.16,266.93,0.3,261.71,274.42,2.63,98,,,,GeoXH 6000,20141013,1003,5.2,2.2,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_072,1600,40m x 40m,41,44.060736,-71.286195,WGS84,19N,316891.789,4881159.849,0.19,296.57,0.28,294.41,299.44,2.29,304,,,,GeoXH 6000,20141020,1001,5.9,2.3,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_073,1600,40m x 40m,41,44.06477,-71.28861,WGS84,19N,316710.79,4881613.297,0.18,280.73,0.25,267.52,286.18,1.2,283,,,,GeoXH 6000,20141013,1004,14.7,13.7,bbc|cdw|dhp|hbp|ltr|mfb|vst
unitedStates,NH,Carroll,Northeast,D01,Bartlett Experimental Forest,BART,tower,basePlot,,BART_074,1600,40m x 40m,41,44.060251,-71.283201,WGS84,19N,317130.083,4881099.314,0.18,310.84,0.24,308.44,316.83,2.86,10,,,,GeoXH 6000,20141020,1006,3.8,2.8,bbc|cdw|dhp|hbp|ltr|mfb|vst
